RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score,interpretation
23660,10880,SW WYCOFF RD,Local Access,1,657,Rural,657,654,NA,NA,1,1,NA,3,1,1,2,2,654,1308,Poor
22990,4568,WILLOW RD SE,Local Access,1,2242,Rural,2242,2241,NA,NA,3,NA,NA,3,0,5,5,5,2241,11205,Adequate
22990,4568,WILLOW RD SE,Local Access,1,2242,Rural,2242,2242,NA,NA,NA,3,NA,3,5,0,5,5,2242,11210,Adequate
30650,3501,PEACOCK HILL RD SE,Minor Collector,1,2322,Rural,2322,2322,NA,NA,4,4,NA,4,5,5,10,10,2322,23220,Good
21135,17032,FAIRVIEW LAKE RD SW,Local Access,1,1164,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1164,0,Nothing
21139,14667,CARNEY LAKE RD SW,Major Collector,1,992,Rural,992,992,NA,NA,NA,5,NA,6,3,0,3,3,992,2976,Minimum
21139,14667,CARNEY LAKE RD SW,Major Collector,1,992,Rural,992,991,NA,NA,5,NA,NA,6,0,3,3,3,991,2973,Minimum
30050,6951,STEVENS RD SE,Minor Collector,1,1008,Rural,1008,1008,NA,NA,2,2,NA,4,1,1,2,2,1008,2016,Poor
30060,18333,SE NELSON RD,Minor Collector,1,948,Rural,948,948,NA,NA,4,4,NA,4,5,5,10,10,948,9480,Good
30060,18286,SE NELSON RD,Minor Collector,1,2530,Rural,2530,988,NA,NA,4,4,NA,4,5,5,10,10,988,9880,Good
30060,18286,SE NELSON RD,Minor Collector,1,2530,Rural,2530,1540,NA,NA,4,4,NA,4,5,5,10,10,1540,15400,Good
22172,7355,HIGH CT SW,Local Access,1,233,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,233,0,Nothing
32799,5578,HORIZON LN SE,Local Access,1,508,Rural,508,508,NA,NA,2,2,NA,3,1,1,2,2,508,1016,Poor
32808,10607,SE EMERALD CT,Local Access,1,168,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,0,Nothing
32805,15575,SUNBURST CT SE,Local Access,1,311,Rural,311,306,NA,NA,2,2,NA,3,1,1,2,2,306,612,Poor
32799,6129,HORIZON LN SE,Local Access,1,346,Rural,346,346,NA,NA,2,2,NA,3,1,1,2,2,346,692,Poor
32805,782,SUNBURST CT SE,Local Access,1,476,Rural,476,476,NA,NA,2,2,NA,3,1,1,2,2,476,952,Poor
32807,15576,SUNBURST CT SE,Local Access,0,81,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81,0,Nothing
32806,8355,SE EMERALD PL,Local Access,1,194,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,194,0,Nothing
21310,9982,WICKS LAKE RD SW,Local Access,1,5163,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5163,0,Nothing
21135,5119,FAIRVIEW LAKE RD SW,Local Access,1,589,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,589,0,Nothing
21139,18156,CARNEY LAKE RD SW,Major Collector,1,2675,Rural,2675,2675,NA,NA,5,5,NA,6,3,3,6,6,2675,16050,Adequate
21139,14673,CARNEY LAKE RD SW,Major Collector,1,1872,Rural,1872,1872,NA,NA,5,5,NA,6,3,3,6,6,1872,11232,Adequate
20509,16775,GLENWOOD RD SW,Minor Collector,1,978,Rural,978,978,NA,NA,3,3,NA,4,1,1,2,2,978,1956,Poor
21109,11239,SIDNEY RD SW,Major Collector,1,1542,Rural,1542,1542,NA,NA,6,6,NA,6,5,5,10,10,1542,15420,Good
21109,3038,SIDNEY RD SW,Major Collector,1,1017,Rural,1017,1017,NA,NA,6,6,NA,6,5,5,10,10,1017,10170,Good
21709,4417,BETHEL BURLEY RD SE,Major Collector,1,3282,Rural,3282,3282,NA,NA,5,NA,NA,6,0,3,3,3,3282,9846,Minimum
21709,4417,BETHEL BURLEY RD SE,Major Collector,1,3282,Rural,3282,3281,NA,NA,NA,5,NA,6,3,0,3,3,3281,9843,Minimum
30390,11408,BANDIX RD SE,Local Access,1,1694,Rural,1694,20,NA,NA,2,2,NA,3,1,1,2,2,20,40,Poor
30390,11408,BANDIX RD SE,Local Access,1,1694,Rural,1694,1675,NA,NA,4,4,NA,3,5,5,10,10,1675,16750,Good
30770,8984,FAGERUD RD SE,Local Access,1,2167,Rural,2167,2167,NA,NA,NA,2,NA,3,1,0,1,1,2167,2167,Poor
21109,9958,SIDNEY RD SW,Major Collector,1,932,Rural,932,932,NA,NA,6,6,NA,6,5,5,10,10,932,9320,Good
21109,18276,SIDNEY RD SW,Major Collector,1,680,Rural,680,680,NA,NA,6,6,NA,6,5,5,10,10,680,6800,Good
23812,11171,SE RIM LN,Local Access,1,1312,Rural,1312,31,NA,NA,1,1,NA,3,1,1,2,2,31,62,Poor
12252,708,NW RHODODENDRON CT,Local Access,1,504,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,504,0,Nothing
14970,12844,RIVERS EDGE PL W,Local Access,1,319,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,319,0,Nothing
29000,10734,DOGWOOD RD SE,Local Access,1,464,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,464,0,Nothing
100,19169,GLENWOOD RD SW,Local Access,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Nothing
5090,2284,NW INNOVATIVE WAY,Local Access,1,557,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,557,0,Nothing
4044,8551,SE HORSTMAN RD,Local Access,1,693,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,693,0,Nothing
4058,4029,CHERUB PL E,Local Access,1,744,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,744,0,Nothing
2015,4620,SW SAM NICHOLS ST,Local Access,1,284,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0,Nothing
2017,12347,HAYWARD AVE SW,Local Access,1,328,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,328,0,Nothing
2015,6501,SW SAM NICHOLS ST,Local Access,1,345,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,345,0,Nothing
2017,1735,HAYWARD AVE SW,Local Access,1,212,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0,Nothing
2019,505,SW CLEVELAND ST,Local Access,1,252,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,0,Nothing
28230,4068,ROOSEVELT AVE SW,Local Access,1,321,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,321,0,Nothing
2018,7073,SW TAFT BLVD,Local Access,1,889,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,889,0,Nothing
2018,7220,SW TAFT BLVD,Local Access,1,663,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,663,0,Nothing
2019,6894,SW CLEVELAND ST,Local Access,1,527,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,527,0,Nothing
2014,6345,SW ATKINSON ST,Local Access,1,200,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0,Nothing
4027,8752,SE GLENDALE ST,Local Access,1,1379,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1379,0,Nothing
3023,5582,HOSKIN HILL LN SE,Local Access,1,1964,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1964,0,Nothing
32309,18124,BANNER RD SE,Major Collector,1,504,Rural,504,504,NA,NA,5,5,NA,6,3,3,6,6,504,3024,Adequate
4034,8280,ALBRIGHT AVE SE,Local Access,1,5307,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5307,0,Nothing
44880,11923,SE JOHN ST,Local Access,1,108,Rural,108,108,3,3,NA,NA,NA,3,5,5,10,10,108,1080,Good
12252,19285,NW RHODODENDRON CT,Local Access,1,130,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,130,0,Nothing
23812,19286,SE RIM LN,Local Access,1,717,Rural,717,717,NA,NA,1,1,NA,3,1,1,2,2,717,1434,Poor
14970,19287,RIVERS EDGE PL W,Local Access,1,179,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,179,0,Nothing
14970,19288,RIVERS EDGE PL W,Local Access,1,159,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0,Nothing
48189,11411,E RAINTREE LN,Local Access,1,1052,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1052,0,Nothing
47250,5221,ALASKA AVE E,Major Collector,1,192,Rural,192,192,NA,NA,3,3,NA,6,1,1,2,2,192,384,Poor
48186,1476,E PATRICIA ST,Local Access,1,938,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,938,0,Nothing
47250,985,ALASKA AVE E,Major Collector,1,810,Rural,810,810,NA,NA,3,3,NA,6,1,1,2,2,810,1620,Poor
48160,12433,E HARRISON ST,Local Access,1,1140,Rural,1140,1138,NA,NA,2,2,NA,3,1,1,2,2,1138,2276,Poor
31210,3461,UZZELL RD SE,Local Access,1,1922,Rural,1922,1922,NA,NA,3,3,NA,3,5,5,10,10,1922,19220,Good
31210,14469,UZZELL RD SE,Local Access,1,630,Rural,630,615,NA,NA,3,3,NA,3,5,5,10,10,615,6150,Good
49435,468,E MAIN ST,Major Collector,1,78,Rural,78,78,5,NA,NA,NA,NA,6,0,5,5,5,78,390,Adequate
47410,14307,PUGET DR E,Local Access,1,415,Rural,415,415,NA,NA,2,2,NA,3,1,1,2,2,415,830,Poor
38030,10664,RIDGE CREST WAY SE,Local Access,1,1467,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1467,0,Nothing
38030,11912,RIDGE CREST WAY SE,Local Access,1,453,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,453,0,Nothing
41130,15932,HOOVER AVE SE,Local Access,2,1278,Urban,1278,1276,NA,3,NA,NA,5,NA,1,0,1,1,1276,1276,Poor
43470,1334,SE CASTLEWOOD DR,Local Access,2,504,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,504,0,Nothing
43470,8734,SE CASTLEWOOD DR,Local Access,2,672,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,672,0,Nothing
49470,12624,NEVADA AVE E,Local Access,1,268,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,268,0,Nothing
49470,15014,NEVADA AVE E,Local Access,1,780,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,780,0,Nothing
49470,13165,NEVADA AVE E,Local Access,1,254,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0,Nothing
49470,6364,NEVADA AVE E,Local Access,1,259,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,259,0,Nothing
46855,780,VISTA RAMA DR E,Local Access,2,253,Urban,253,253,NA,NA,1,1,5,NA,1,1,2,2,253,506,Poor
47530,10135,RAMA DR E,Local Access,2,1103,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1103,0,Nothing
4061,13142,E JESSICA WAY,Local Access,1,372,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0,Nothing
42510,11394,BEACH DR E,Minor Arterial,2,639,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,639,0,Nothing
42510,1300,BEACH DR E,Minor Arterial,2,877,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,877,0,Nothing
44130,4956,WOODS RD E,Major Collector,1,602,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,602,0,Nothing
44130,8912,WOODS RD E,Major Collector,1,1670,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1670,0,Nothing
44130,4952,WOODS RD E,Major Collector,1,868,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,868,0,Nothing
44130,7030,WOODS RD E,Major Collector,1,1937,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1937,0,Nothing
44130,4597,WOODS RD E,Major Collector,1,720,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,720,0,Nothing
40491,14299,SE BASIL CT,Local Access,2,124,Urban,124,116,NA,5,NA,NA,5,NA,5,0,5,5,116,580,Adequate
44130,7972,WOODS RD E,Major Collector,1,462,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,462,0,Nothing
47250,6589,ALASKA AVE E,Major Collector,1,330,Rural,330,330,NA,NA,3,3,NA,6,1,1,2,2,330,660,Poor
47250,9165,ALASKA AVE E,Major Collector,1,1330,Rural,1330,1330,NA,NA,3,3,NA,6,1,1,2,2,1330,2660,Poor
47250,12774,ALASKA AVE E,Major Collector,1,483,Rural,483,483,NA,NA,3,3,NA,6,1,1,2,2,483,966,Poor
47250,10964,ALASKA AVE E,Major Collector,1,293,Rural,293,293,NA,NA,3,3,NA,6,1,1,2,2,293,586,Poor
47250,13253,ALASKA AVE E,Major Collector,1,282,Rural,282,282,NA,NA,3,3,NA,6,1,1,2,2,282,564,Poor
47250,1503,ALASKA AVE E,Major Collector,1,248,Rural,248,248,NA,NA,3,3,NA,6,1,1,2,2,248,496,Poor
47250,9391,ALASKA AVE E,Local Access,1,263,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,263,0,Nothing
41730,1066,JEFFERSON AVE SE,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0,Nothing
41730,11834,JEFFERSON AVE SE,Local Access,2,131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0,Nothing
41730,5011,JEFFERSON AVE SE,Local Access,2,112,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0,Nothing
41300,8343,SE BECK ST,Local Access,2,368,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,368,0,Nothing
41650,10221,GLENN CT SE,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0,Nothing
42510,4355,BEACH DR E,Minor Arterial,2,982,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,982,0,Nothing
41735,10628,HARDING AVE SE,Local Access,2,254,Urban,254,178,NA,5,NA,NA,5,NA,5,0,5,5,178,890,Adequate
50090,1563,TRENTON AVE NE,Local Access,2,578,Urban,578,578,NA,NA,2,2,5,NA,1,1,2,2,578,1156,Poor
50090,1563,TRENTON AVE NE,Local Access,2,578,Urban,578,27,NA,NA,2,NA,5,NA,0,1,1,1,27,27,Poor
50090,1563,TRENTON AVE NE,Local Access,2,578,Urban,578,34,NA,NA,NA,2,5,NA,1,0,1,1,34,34,Poor
50090,9708,TRENTON AVE NE,Minor Arterial,2,256,Urban,256,64,NA,NA,NA,2,6,NA,1,0,1,1,64,64,Poor
50090,9708,TRENTON AVE NE,Minor Arterial,2,256,Urban,256,34,NA,NA,2,NA,6,NA,0,1,1,1,34,34,Poor
50090,9708,TRENTON AVE NE,Minor Arterial,2,256,Urban,256,256,NA,NA,2,2,6,NA,1,1,2,2,256,512,Poor
58971,11328,COX AVE NW,Local Access,1,446,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,446,0,Nothing
54220,10609,NE CLEMENS ST,Local Access,2,533,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,533,0,Nothing
70370,10518,MILLER BAY RD NE,Major Collector,1,1599,Rural,1599,1599,NA,NA,3,3,NA,6,1,1,2,2,1599,3198,Poor
51810,10931,OLYMPUS DR NE,Local Access,2,679,Urban,679,679,NA,NA,3,3,5,NA,1,1,2,2,679,1358,Poor
54050,10814,HEIDER DR NE,Local Access,2,310,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,310,0,Nothing
33757,11913,SE LILLA LUND LN,Local Access,1,1296,Rural,1296,640,NA,NA,5,5,NA,3,5,5,10,10,640,6400,Good
33757,11913,SE LILLA LUND LN,Local Access,1,1296,Rural,1296,655,NA,NA,5,5,NA,3,5,5,10,10,655,6550,Good
50915,9221,ILLAHEE RD NE,Minor Arterial,2,765,Urban,765,763,NA,NA,2,2,6,NA,1,1,2,2,763,1526,Poor
52820,11519,NE BELLPARK DR,Local Access,2,629,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,629,0,Nothing
53970,11427,PETERSVILLE RD NE,Major Collector,2,362,Urban,362,362,NA,NA,3,NA,6,NA,0,1,1,1,362,362,Poor
52570,11320,PARKLANE DR NE,Local Access,2,481,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,481,0,Nothing
70370,11860,MILLER BAY RD NE,Major Collector,1,1055,Rural,1055,1055,NA,NA,3,3,NA,6,1,1,2,2,1055,2110,Poor
51940,11019,NE 30TH ST,Local Access,2,550,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,550,0,Nothing
52935,11029,FOREST DR NE,Local Access,2,556,Urban,556,319,NA,NA,2,2,5,NA,1,1,2,2,319,638,Poor
54330,7693,MERLIE AVE NE,Local Access,2,106,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106,0,Nothing
55920,11144,NW HUCKLE DR,Local Access,2,157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,0,Nothing
53970,8730,PETERSVILLE RD NE,Major Collector,2,555,Urban,555,555,NA,NA,3,NA,6,NA,0,1,1,1,555,555,Poor
51945,9027,RIDGEVIEW DR NE,Local Access,2,1028,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1028,0,Nothing
52690,10551,NE BAHIA VISTA DR,Local Access,2,2517,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2517,0,Nothing
50980,6731,NE FRUITLAND ST,Local Access,2,598,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,598,0,Nothing
51100,9818,KEEL AVE NE,Local Access,2,629,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,629,0,Nothing
40491,14283,SE BASIL CT,Local Access,2,169,Urban,169,78,NA,5,NA,NA,5,NA,5,0,5,5,78,390,Adequate
47250,10531,ALASKA AVE E,Local Access,1,260,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,0,Nothing
47380,2638,SE MONTE BELLA PL,Local Access,1,1100,Rural,1100,1093,NA,NA,2,2,NA,3,1,1,2,2,1093,2186,Poor
47340,11535,SE BLAKE VIEW DR,Local Access,1,912,Rural,912,895,NA,NA,2,2,NA,3,1,1,2,2,895,1790,Poor
49430,12223,COLCHESTER DR E,Minor Arterial,1,623,Rural,623,623,NA,NA,6,4,NA,4,5,5,10,10,623,6230,Good
49430,12733,COLCHESTER DR E,Minor Arterial,1,1239,Rural,1239,1239,NA,NA,6,4,NA,4,5,5,10,10,1239,12390,Good
41730,4912,JEFFERSON AVE SE,Local Access,2,381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,381,0,Nothing
41810,2793,GILLETTE DR SE,Local Access,2,315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,315,0,Nothing
25009,4312,SW LAKE FLORA RD,Minor Arterial,1,5658,Rural,5658,5658,NA,NA,8,8,NA,4,5,5,10,10,5658,56580,Good
41735,15433,HARDING AVE SE,Local Access,2,575,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,575,0,Nothing
49430,8710,COLCHESTER DR E,Minor Arterial,1,62,Rural,62,62,NA,NA,6,4,NA,4,5,5,10,10,62,620,Good
49430,10207,COLCHESTER DR E,Minor Arterial,1,628,Rural,628,246,NA,NA,6,4,NA,4,5,5,10,10,246,2460,Good
49430,10207,COLCHESTER DR E,Minor Arterial,1,628,Rural,628,382,NA,NA,NA,4,NA,4,5,0,5,5,382,1910,Adequate
46140,3166,MAPLE AVE E,Local Access,2,351,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0,Nothing
30390,18465,BANDIX RD SE,Local Access,1,1064,Rural,1064,753,NA,NA,2,2,NA,3,1,1,2,2,753,1506,Poor
46630,14249,HENRY HANSON RD E,Local Access,2,755,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,755,0,Nothing
46760,13101,SE HARRIET ST,Local Access,2,260,Urban,260,260,NA,NA,1,1,5,NA,1,1,2,2,260,520,Poor
43460,12069,SE CONIFER PARK DR,Local Access,2,582,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,582,0,Nothing
43460,7473,SE CONIFER PARK DR,Local Access,2,150,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,0,Nothing
46930,6371,MARLIN DR SE,Local Access,2,414,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,414,0,Nothing
46760,9444,SE HARRIET ST,Local Access,2,248,Urban,248,0,NA,NA,1,1,5,NA,1,1,2,2,0,0,Poor
46760,1130,SE HARRIET ST,Local Access,2,665,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,665,0,Nothing
43460,10317,SE CONIFER PARK DR,Local Access,2,101,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,101,0,Nothing
52935,9876,FOREST DR NE,Local Access,2,192,Urban,192,192,NA,NA,2,2,5,NA,1,1,2,2,192,384,Poor
54030,9979,HARBEL DR NE,Local Access,2,1304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304,0,Nothing
51940,2818,NE 30TH ST,Local Access,2,214,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,214,0,Nothing
51940,3804,NE 30TH ST,Local Access,2,284,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0,Nothing
51040,11854,NE ROZEWOOD DR,Local Access,2,1312,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1312,0,Nothing
50985,5081,NE HELM ST,Local Access,2,1030,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1030,0,Nothing
50580,2508,NE BOWEN ST,Local Access,2,584,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,584,0,Nothing
54772,9356,NE FISCHER PL,Local Access,2,200,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200,0,Nothing
50520,4236,NE HAYTON ST,Local Access,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0,Nothing
54155,2809,NE CHERYL ST,Local Access,2,642,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,642,0,Nothing
52510,8135,VIEWCREST DR NE,Local Access,2,1176,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1176,0,Nothing
11070,8560,MIAMI BEACH RD NW,Local Access,1,435,Rural,435,435,NA,NA,2,2,NA,3,1,1,2,2,435,870,Poor
54080,10772,NE IVY RD,Local Access,2,349,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,349,0,Nothing
52300,8595,NE FERNWOOD CT,Local Access,2,823,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,823,0,Nothing
51220,1846,NE BARNETT ST,Local Access,2,569,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,569,0,Nothing
54390,1886,OLYMPUS DR NE,Local Access,2,849,Urban,849,849,NA,NA,3,3,5,NA,1,1,2,2,849,1698,Poor
54774,7155,NE FISCHER CT,Local Access,2,392,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,392,0,Nothing
53970,7535,PETERSVILLE RD NE,Major Collector,2,367,Urban,367,367,NA,NA,3,NA,6,NA,0,1,1,1,367,367,Poor
52930,8879,E 31ST ST,Local Access,2,657,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,657,0,Nothing
53970,8329,PETERSVILLE RD NE,Major Collector,2,291,Urban,291,291,NA,NA,3,NA,6,NA,0,1,1,1,291,291,Poor
51270,1103,BULLARD AVE NE,Local Access,2,258,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,258,0,Nothing
54770,1041,FISCHER PARK AVE NE,Local Access,2,254,Urban,254,239,3,NA,NA,NA,5,NA,0,1,1,1,239,239,Poor
54330,9134,MERLIE AVE NE,Local Access,2,381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,381,0,Nothing
53120,7401,NE SUNRISE DR,Local Access,2,525,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,525,0,Nothing
43460,8827,SE CONIFER PARK DR,Local Access,2,387,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0,Nothing
22450,3346,SUNNYSLOPE RD SW,Minor Collector,1,981,Rural,981,981,NA,NA,2,2,NA,4,1,1,2,2,981,1962,Poor
30519,6940,OLALLA VALLEY RD SE,Major Collector,1,819,Rural,819,814,NA,NA,4,4,NA,6,3,3,6,6,814,4884,Adequate
32309,6421,BANNER RD SE,Major Collector,1,1347,Rural,1347,1344,NA,NA,8,6,NA,6,5,5,10,10,1344,13440,Good
32519,5310,CRESCENT VALLEY RD SE,Major Collector,1,497,Rural,497,497,NA,NA,2,2,NA,6,1,1,2,2,497,994,Poor
47910,4652,OPDAL RD E,Local Access,1,1981,Rural,1981,1036,NA,NA,1,1,NA,3,1,1,2,2,1036,2072,Poor
43511,9939,SE BASSWOOD LN,Local Access,2,574,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,574,0,Nothing
41570,4228,LINCOLN AVE SE,Major Collector,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0,Nothing
44350,3887,CALIFORNIA AVE SE,Major Collector,1,305,Rural,305,305,NA,NA,1,1,NA,6,1,1,2,2,305,610,Poor
43585,6885,SE TENNIS CT,Local Access,2,151,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0,Nothing
41130,4746,HOOVER AVE SE,Local Access,2,714,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714,0,Nothing
43370,1487,PINE TREE DR SE,Local Access,2,304,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,0,Nothing
41570,2414,LINCOLN AVE SE,Major Collector,2,476,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,476,0,Nothing
44050,5343,MAYHILL DR SE,Local Access,1,135,Rural,135,135,NA,NA,3,3,NA,3,5,5,10,10,135,1350,Good
44051,4849,SE MAYHILL CT,Local Access,1,166,Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166,0,Nothing
