RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_right,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
45740,7427,PONDEROSA DR SE,Local Access,2,952,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,952,0
43101,522,WINDSOR CT SE,Local Access,2,276,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,276,0
43441,15578,WESTMINSTER DR SE,Local Access,2,229,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,229,0
46850,16082,LIDSTROM RD E,Local Access,2,1000,Urban,1000,Port Orchard UGA,Port Orchard UGA,981,NA,NA,2,2,5,NA,1,1,2,2,981,1962
43512,14354,ASPEN CT SE,Local Access,2,515,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,515,0
46430,7024,RIDGEWAY PL E,Local Access,2,409,Urban,409,Port Orchard UGA,Port Orchard UGA,407,NA,NA,3,7,5,NA,2,1,3,3,407,1221
42600,11065,SE MILE HILL DR,Minor Arterial,2,344,Urban,344,Port Orchard UGA,Port Orchard UGA,3,NA,NA,4,4,6,NA,1,1,2,2,3,6
42600,11065,SE MILE HILL DR,Minor Arterial,2,344,Urban,344,Port Orchard UGA,Port Orchard UGA,335,NA,NA,4,4,6,NA,1,1,2,2,335,670
42600,11065,SE MILE HILL DR,Minor Arterial,2,344,Urban,344,Port Orchard UGA,Port Orchard UGA,5,NA,NA,4,4,6,NA,1,1,2,2,5,10
42600,10149,SE MILE HILL DR,Minor Arterial,2,478,Urban,478,Port Orchard UGA,Port Orchard UGA,2,NA,NA,4,4,6,NA,1,1,2,2,2,4
42600,10149,SE MILE HILL DR,Minor Arterial,2,478,Urban,478,Port Orchard UGA,Port Orchard UGA,475,NA,NA,4,4,6,NA,1,1,2,2,475,950
46145,5262,E 3RD ST,Local Access,2,422,Urban,422,Port Orchard UGA,Port Orchard UGA,415,NA,NA,2,2,5,NA,1,1,2,2,415,830
46180,1404,E 2ND ST,Local Access,2,343,Urban,343,Port Orchard UGA,Port Orchard UGA,2,NA,NA,1,1,5,NA,1,1,2,2,2,4
46180,2592,E 2ND ST,Local Access,2,419,Urban,419,Port Orchard UGA,Port Orchard UGA,412,NA,NA,1,1,5,NA,1,1,2,2,412,824
46145,1378,E 3RD ST,Local Access,2,256,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,256,0
43700,3433,SE ROSE CT,Local Access,2,389,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,389,0
43442,15580,WESTMINSTER DR SE,Local Access,0,112,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0
43444,15581,WESTMINSTER DR SE,Local Access,0,89,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,0
41730,15625,JEFFERSON AVE SE,Local Access,2,321,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,321,0
42600,8593,SE MILE HILL DR,Minor Arterial,2,1137,Urban,1137,Port Orchard UGA,Port Orchard UGA,1137,NA,NA,4,NA,6,NA,0,1,1,1,1137,1137
42600,8593,SE MILE HILL DR,Minor Arterial,2,1137,Urban,1137,Port Orchard UGA,Port Orchard UGA,1129,NA,NA,NA,4,6,NA,1,0,1,1,1129,1129
42600,7205,SE MILE HILL DR,Minor Arterial,2,421,Urban,421,Port Orchard UGA,Port Orchard UGA,421,NA,NA,4,4,6,NA,1,1,2,2,421,842
42600,3462,SE MILE HILL DR,Minor Arterial,2,1368,Urban,1368,Port Orchard UGA,Port Orchard UGA,10,NA,NA,4,NA,6,NA,0,1,1,1,10,10
42600,3462,SE MILE HILL DR,Minor Arterial,2,1368,Urban,1368,Port Orchard UGA,Port Orchard UGA,6,NA,NA,4,NA,6,NA,0,1,1,1,6,6
46865,3203,STEAMBOAT LOOP E,Local Access,2,2940,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2940,0
46580,9232,E WASHINGTON ST,Local Access,2,597,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,597,0
42560,2089,SE FIR ST,Local Access,2,660,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,660,0
46380,10863,E WILLIAMS LN,Local Access,2,513,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,513,0
45740,7172,PONDEROSA DR SE,Local Access,2,1145,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1145,0
43935,9522,MADRONA DR SE,Local Access,2,873,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,873,0
43520,9874,SE FIRCREST PL,Local Access,2,373,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,0
43511,11278,SE BASSWOOD LN,Local Access,2,1214,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1214,0
43440,2079,SE BUCKINGHAM DR,Local Access,2,315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,315,0
43010,14350,FRONTAGE RD SE,Local Access,2,521,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,521,0
43460,10786,SE CONIFER PARK DR,Local Access,2,161,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,0
40700,7981,LUND AVE SE,Major Collector,2,642,Urban,642,Port Orchard UGA,Port Orchard UGA,634,NA,NA,5,5,6,NA,1,1,2,2,634,1268
40700,3459,LUND AVE SE,Major Collector,2,207,Urban,207,Port Orchard UGA,Port Orchard UGA,207,NA,NA,5,5,6,NA,1,1,2,2,207,414
43461,12830,SE DOVER CT,Local Access,2,550,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,550,0
43466,11183,SE EARLS CT,Local Access,2,193,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,0
40700,1034,LUND AVE SE,Major Collector,2,347,Urban,347,Port Orchard UGA,Port Orchard UGA,347,NA,NA,5,5,6,NA,1,1,2,2,347,694
40700,11490,LUND AVE SE,Local Access,2,671,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,671,0
41570,8258,SE LINCOLN AVE,Major Collector,2,386,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,386,0
40700,10332,LUND AVE SE,Major Collector,2,541,Urban,541,Port Orchard UGA,Port Orchard UGA,541,NA,NA,5,5,6,NA,1,1,2,2,541,1082
42510,305,BEACH DR E,Minor Arterial,2,1237,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1237,0
46630,18062,HENRY HANSON RD SE,Local Access,2,742,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,742,0
43930,6673,HARRISON AVE SE,Local Access,2,761,Urban,761,Port Orchard UGA,Port Orchard UGA,37,NA,3,NA,NA,5,NA,1,0,1,1,37,37
42050,12697,SE HORSTMAN RD,Local Access,2,225,Urban,225,Port Orchard UGA,Port Orchard UGA,219,NA,NA,1,1,5,NA,1,1,2,2,219,438
40990,313,MITCHELL RD SE,Major Collector,2,1103,Urban,1103,Port Orchard UGA,Port Orchard UGA,1103,NA,NA,3,3,6,NA,1,1,2,2,1103,2206
41575,3677,KARCHER RD SE,Major Collector,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
43760,8316,SE HOLLY CT,Local Access,2,146,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,146,0
45780,372,SE BEECH CT,Local Access,2,281,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,281,0
41080,1043,RUBY CT SE,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
43106,5626,YORKSHIRE CT SE,Local Access,2,171,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171,0
43480,1888,CANTERBURY PL SE,Local Access,2,260,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260,0
45750,8809,CYPRESS CT SE,Local Access,2,151,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,0
41140,256,SE FLAIZ CT,Local Access,2,97,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97,0
41070,9403,GREENDALE DR SE,Local Access,2,262,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262,0
43441,15582,WESTMINSTER DR SE,Local Access,2,274,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,274,0
43450,9855,SE ARDENWALD PL,Local Access,2,497,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,497,0
43440,11325,SE BUCKINGHAM DR,Local Access,2,301,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,301,0
43440,12414,SE BUCKINGHAM DR,Local Access,2,668,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,668,0
46855,6625,VISTA RAMA DR E,Local Access,2,721,Urban,721,Port Orchard UGA,Port Orchard UGA,720,NA,NA,1,1,5,NA,1,1,2,2,720,1440
43935,6663,MADRONA DR SE,Local Access,2,520,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,520,0
43935,7108,MADRONA DR SE,Local Access,2,759,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,759,0
43441,6595,WESTMINSTER DR SE,Local Access,2,350,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350,0
43441,12163,WESTMINSTER DR SE,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
43102,11964,SE YORKSHIRE AVE,Local Access,2,255,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,0
43441,3602,WESTMINSTER DR SE,Local Access,2,480,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,480,0
43441,1026,WESTMINSTER DR SE,Local Access,2,228,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228,0
43441,6577,WESTMINSTER DR SE,Local Access,2,298,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,298,0
43640,4525,SE ASH AVE,Local Access,2,389,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,389,0
43640,8868,SE ASH AVE,Local Access,2,388,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,388,0
43490,12187,HEATHER CT SE,Local Access,2,141,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,141,0
43105,11899,SURREY CT SE,Local Access,2,126,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,126,0
43441,625,WESTMINSTER DR SE,Local Access,2,253,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,0
45800,9844,SE YUCCA CT,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
45760,5434,PALM CT SE,Local Access,2,174,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,0
43900,2235,SE LAUREL CT,Local Access,2,139,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,0
43370,11900,SE PINE TREE DR,Local Access,2,387,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,387,0
43370,1830,SE PINE TREE DR,Local Access,2,729,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,729,0
41100,6476,SE JOYCE CT,Local Access,2,96,Urban,96,Port Orchard UGA,Port Orchard UGA,96,NA,NA,NA,2,5,NA,1,0,1,1,96,96
41100,6476,SE JOYCE CT,Local Access,2,96,Urban,96,Port Orchard UGA,Port Orchard UGA,93,NA,NA,2,NA,5,NA,0,1,1,1,93,93
46650,4207,E CALISTOGA CT,Local Access,2,401,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,401,0
46640,2896,TUFTS AVE E,Local Access,2,1882,Urban,1882,Port Orchard UGA,Port Orchard UGA,1882,NA,NA,4,4,5,NA,1,1,2,2,1882,3764
46090,5364,RETSIL RD E,Major Collector,2,416,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,416,0
42790,866,KIDD AVE SE,Local Access,2,618,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,618,0
42710,18039,HIGGINS RD SE,Local Access,2,618,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,618,0
42635,10954,ROOSEVELT AVE SE,Local Access,2,589,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,589,0
46670,304,AHLSTROM RD E,Local Access,2,897,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,897,0
43513,8259,BASSWOOD CT SE,Local Access,2,637,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,637,0
42910,12761,JACKSON AVE SE,Minor Arterial,2,978,Urban,978,Port Orchard UGA,Port Orchard UGA,969,NA,NA,3,3,6,NA,1,1,2,2,969,1938
42910,12761,JACKSON AVE SE,Minor Arterial,2,978,Urban,978,Port Orchard UGA,Port Orchard UGA,8,NA,NA,3,3,6,NA,1,1,2,2,8,16
43580,11775,RED SPRUCE DR SE,Local Access,2,386,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,386,0
43435,12041,SE CEDAR CT,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0
43474,10991,SE GREENBRIAR PL,Local Access,2,619,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,619,0
41370,10898,SEIFORD AVE SE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
43590,5730,WHITE CEDAR DR SE,Local Access,2,663,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,663,0
43100,11941,WESTLAND CT SE,Local Access,2,648,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,648,0
46855,3021,VISTA RAMA DR E,Local Access,2,1176,Urban,1176,Port Orchard UGA,Port Orchard UGA,1084,NA,NA,1,NA,5,NA,0,1,1,1,1084,1084
46855,3021,VISTA RAMA DR E,Local Access,2,1176,Urban,1176,Port Orchard UGA,Port Orchard UGA,91,NA,NA,1,1,5,NA,1,1,2,2,91,182
46855,3021,VISTA RAMA DR E,Local Access,2,1176,Urban,1176,Port Orchard UGA,Port Orchard UGA,834,NA,NA,NA,1,5,NA,1,0,1,1,834,834
43107,6031,UNNAMED,Local Access,2,96,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,0
46330,7384,ARNOLD AVE E,Local Access,2,313,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,313,0
46330,7404,ARNOLD AVE E,Local Access,2,437,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,437,0
40990,1346,MITCHELL RD SE,Major Collector,2,339,Urban,339,Port Orchard UGA,Port Orchard UGA,15,NA,NA,3,3,6,NA,1,1,2,2,15,30
46540,13163,E ILLINOIS ST,Local Access,2,413,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,413,0
46090,18611,RETSIL RD E,Major Collector,2,104,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,104,0
43513,19027,BASSWOOD CT SE,Local Access,2,575,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,575,0
43513,19028,BASSWOOD CT SE,Local Access,2,155,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155,0
43370,11321,PINE TREE DR SE,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
41730,11337,JEFFERSON AVE SE,Local Access,2,741,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,741,0
46820,10838,SE LOVELL ST,Local Access,2,392,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,392,0
42600,6689,SE MILE HILL DR,Minor Arterial,2,738,Urban,738,Port Orchard UGA,Port Orchard UGA,738,NA,NA,4,4,6,NA,1,1,2,2,738,1476
42910,13056,JACKSON AVE SE,Minor Arterial,2,585,Urban,585,Port Orchard UGA,Port Orchard UGA,584,NA,NA,NA,3,6,NA,1,0,1,1,584,584
42910,13056,JACKSON AVE SE,Minor Arterial,2,585,Urban,585,Port Orchard UGA,Port Orchard UGA,585,NA,NA,3,NA,6,NA,0,1,1,1,585,585
40990,16607,MITCHELL RD SE,Major Collector,2,220,Urban,220,Port Orchard UGA,Port Orchard UGA,220,NA,NA,3,3,6,NA,1,1,2,2,220,440
40990,16606,MITCHELL RD SE,Major Collector,2,149,Urban,149,Port Orchard UGA,Port Orchard UGA,149,NA,NA,3,3,6,NA,1,1,2,2,149,298
43512,1119,ASPEN CT SE,Local Access,2,324,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,324,0
43370,2876,PINE TREE DR SE,Local Access,2,245,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0
41070,8880,GREENDALE DR SE,Local Access,2,175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0
42710,10384,HIGGINS RD SE,Local Access,2,333,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,333,0
41070,11127,GREENDALE DR SE,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
41120,7841,SE DIAMOND PL,Local Access,2,371,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,0
43580,7705,RED SPRUCE DR SE,Local Access,2,125,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,125,0
43370,1228,PINE TREE DR SE,Local Access,2,314,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,0
41730,7518,JEFFERSON AVE SE,Local Access,2,98,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,0
43580,7546,RED SPRUCE DR SE,Local Access,2,247,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0
41210,7436,JOSLIN AVE SE,Local Access,2,947,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,947,0
43460,12463,SE CONIFER PARK DR,Local Access,2,89,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,0
46790,445,WHITTIER AVE SE,Local Access,2,506,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,506,0
46640,18031,TUFTS AVE E,Local Access,2,576,Urban,576,Port Orchard UGA,Port Orchard UGA,488,NA,NA,4,4,5,NA,1,1,2,2,488,976
46640,18031,TUFTS AVE E,Local Access,2,576,Urban,576,Port Orchard UGA,Port Orchard UGA,2,NA,NA,4,4,5,NA,1,1,2,2,2,4
46640,18031,TUFTS AVE E,Local Access,2,576,Urban,576,Port Orchard UGA,Port Orchard UGA,84,NA,NA,4,NA,5,NA,0,1,1,1,84,84
46640,18031,TUFTS AVE E,Local Access,2,576,Urban,576,Port Orchard UGA,Port Orchard UGA,85,NA,NA,NA,4,5,NA,1,0,1,1,85,85
42009,4529,OLNEY AVE E,Major Collector,2,887,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,887,0
46730,8214,RUSSELL AVE SE,Local Access,2,509,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509,0
41575,8399,KARCHER RD SE,Local Access,2,511,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,511,0
46850,1594,LIDSTROM RD E,Local Access,2,1105,Urban,1105,Port Orchard UGA,Port Orchard UGA,1105,NA,NA,2,2,5,NA,1,1,2,2,1105,2210
43370,8091,PINE TREE DR SE,Local Access,2,293,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,0
43430,6743,CEDAR LN SE,Local Access,2,487,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,487,0
43102,3740,SE YORKSHIRE AVE,Local Access,2,477,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,477,0
43770,7067,SEQUOIA ST SE,Local Access,2,485,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,485,0
41570,5300,LINCOLN AVE SE,Major Collector,2,372,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0
4005,11176,HOLMES AVE SE,Local Access,2,344,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,344,0
4005,9345,HOLMES AVE SE,Local Access,2,361,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0
